RepRapFirmware height map file v2 generated at 2018-02-16 16:43, mean error 0.118, deviation 0.122
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
30.00,270.00,20.00,180.00,-1.00,20.00,20.00,13,9
  0.140,  0.150,  0.160,  0.170,  0.165,  0.132,  0.120,  0.110,  0.115,  0.175,  0.275,  0.367,  0.528
  0.195,  0.177,  0.160,  0.165,  0.188,  0.123,  0.120,  0.117,  0.087,  0.145,  0.235,  0.288,  0.485
  0.200,  0.188,  0.172,  0.183,  0.152,  0.102,  0.150,  0.077,  0.100,  0.157,  0.237,  0.322,  0.445
  0.212,  0.183,  0.160,  0.150,  0.110,  0.072, -0.123,  0.007,  0.032,  0.087,  0.130,  0.252,  0.410
  0.202,  0.200,  0.167,  0.162,  0.125,  0.087, -0.002, -0.002,  0.042,  0.042,  0.112,  0.195,  0.350
  0.200,  0.160,  0.140,  0.135,  0.085,  0.037, -0.023, -0.040, -0.028, -0.010,  0.040,  0.130,  0.290
  0.172,  0.170,  0.155,  0.112,  0.105,  0.050, -0.002, -0.040, -0.040, -0.040,  0.005,  0.110,  0.225
  0.205,  0.132,  0.127,  0.107,  0.058,  0.005, -0.035, -0.078, -0.118, -0.083, -0.055,  0.050,  0.210
  0.155,  0.155,  0.115,  0.055,  0.050,  0.002, -0.062, -0.130, -0.138, -0.113, -0.078,  0.037,  0.155
